Time_Index,SE3_nuclear,SE4_oil_peaker,SE1_biomass_chp,SE2_biomass_chp,SE3_biomass_chp,SE4_biomass_chp,SE1_onshore_wind,SE2_onshore_wind,SE3_onshore_wind,SE4_onshore_wind,SE4_offshore_wind,SE3_solar_pv,SE4_solar_pv,SE1_battery,SE2_battery,SE3_battery,SE4_battery,SE1_hydro_reservoir,SE2_hydro_reservoir,SE3_hydro_reservoir,SE4_hydro_reservoir
5519,1.0,1.0,1.0,1.0,1.0,1.0,0.15001,0.31406,0.20716,0.41043,0.33468,0.0,0.0,1.0,1.0,1.0,1.0,0.38019,0.37821,0.35169,0.32501
5520,1.0,1.0,1.0,1.0,1.0,1.0,0.22348,0.31205,0.24169,0.34491,0.27545,0.0,0.0,1.0,1.0,1.0,1.0,0.38248,0.39622,0.34821,0.32397
5521,1.0,1.0,1.0,1.0,1.0,1.0,0.24915,0.31342,0.29695,0.29577,0.32655,0.0,0.0,1.0,1.0,1.0,1.0,0.38652,0.37888,0.34453,0.32204
5522,1.0,1.0,1.0,1.0,1.0,1.0,0.19362,0.30023,0.32086,0.28387,0.36728,0.0,0.0,1.0,1.0,1.0,1.0,0.38592,0.39407,0.35573,0.31116
5523,1.0,1.0,1.0,1.0,1.0,1.0,0.16623,0.24158,0.35597,0.28726,0.3677,0.0,0.0,1.0,1.0,1.0,1.0,0.39322,0.39753,0.35913,0.31099
5524,1.0,1.0,1.0,1.0,1.0,1.0,0.18321,0.23491,0.39454,0.31656,0.33889,0.0,0.0,1.0,1.0,1.0,1.0,0.3967,0.368,0.36165,0.30823
5525,1.0,1.0,1.0,1.0,1.0,1.0,0.18815,0.19324,0.43067,0.30574,0.29897,0.0,0.0,1.0,1.0,1.0,1.0,0.38807,0.383,0.34742,0.32129
5526,1.0,1.0,1.0,1.0,1.0,1.0,0.20981,0.16307,0.44837,0.28847,0.33807,0.04113,0.0288,1.0,1.0,1.0,1.0,0.38273,0.37535,0.34607,0.32364
5527,1.0,1.0,1.0,1.0,1.0,1.0,0.21653,0.11844,0.38563,0.33305,0.36421,0.13683,0.12124,1.0,1.0,1.0,1.0,0.38953,0.39081,0.34631,0.30993
5528,1.0,1.0,1.0,1.0,1.0,1.0,0.24032,0.1504,0.35158,0.34757,0.38763,0.17154,0.23126,1.0,1.0,1.0,1.0,0.40884,0.38639,0.37038,0.30852
5529,1.0,1.0,1.0,1.0,1.0,1.0,0.27386,0.19632,0.30206,0.29265,0.36776,0.23144,0.35285,1.0,1.0,1.0,1.0,0.4043,0.37003,0.35699,0.32374
5530,1.0,1.0,1.0,1.0,1.0,1.0,0.33389,0.20172,0.32157,0.29105,0.41317,0.28161,0.35742,1.0,1.0,1.0,1.0,0.38692,0.36906,0.3598,0.31275
5531,1.0,1.0,1.0,1.0,1.0,1.0,0.31585,0.15415,0.27067,0.32507,0.4713,0.39044,0.38067,1.0,1.0,1.0,1.0,0.38869,0.39447,0.35806,0.32332
5532,1.0,1.0,1.0,1.0,1.0,1.0,0.3675,0.17711,0.30099,0.31723,0.41345,0.4393,0.55983,1.0,1.0,1.0,1.0,0.38067,0.37942,0.35685,0.32542
5533,1.0,1.0,1.0,1.0,1.0,1.0,0.33374,0.1529,0.30701,0.35826,0.35739,0.45015,0.39482,1.0,1.0,1.0,1.0,0.38922,0.37604,0.3622,0.31778
5534,1.0,1.0,1.0,1.0,1.0,1.0,0.36533,0.15687,0.3342,0.39052,0.36392,0.43326,0.50507,1.0,1.0,1.0,1.0,0.39883,0.38621,0.36889,0.31853
5535,1.0,1.0,1.0,1.0,1.0,1.0,0.39476,0.16395,0.29154,0.40759,0.40907,0.44122,0.48232,1.0,1.0,1.0,1.0,0.40216,0.37728,0.34472,0.31037
5536,1.0,1.0,1.0,1.0,1.0,1.0,0.40821,0.17339,0.24537,0.41444,0.42669,0.26326,0.44859,1.0,1.0,1.0,1.0,0.38342,0.36916,0.35572,0.3092
5537,1.0,1.0,1.0,1.0,1.0,1.0,0.40657,0.22875,0.22506,0.37767,0.387,0.22082,0.21091,1.0,1.0,1.0,1.0,0.38603,0.39803,0.36506,0.31736
5538,1.0,1.0,1.0,1.0,1.0,1.0,0.42489,0.27309,0.2238,0.32922,0.37656,0.23643,0.22522,1.0,1.0,1.0,1.0,0.3823,0.39401,0.35795,0.30605
5539,1.0,1.0,1.0,1.0,1.0,1.0,0.35766,0.25245,0.17987,0.2926,0.39319,0.1195,0.10817,1.0,1.0,1.0,1.0,0.39612,0.38055,0.3708,0.31384
5540,1.0,1.0,1.0,1.0,1.0,1.0,0.36626,0.27969,0.20612,0.30128,0.33969,0.0378,0.02282,1.0,1.0,1.0,1.0,0.37987,0.38017,0.36759,0.30711
5541,1.0,1.0,1.0,1.0,1.0,1.0,0.31666,0.28468,0.21278,0.30108,0.29002,0.0,0.0,1.0,1.0,1.0,1.0,0.39286,0.37802,0.36305,0.3216
5542,1.0,1.0,1.0,1.0,1.0,1.0,0.34013,0.24999,0.23908,0.25619,0.27226,0.0,0.0,1.0,1.0,1.0,1.0,0.39904,0.3874,0.36276,0.31379
5543,1.0,1.0,1.0,1.0,1.0,1.0,0.35126,0.30069,0.22912,0.30625,0.29476,0.0,0.0,1.0,1.0,1.0,1.0,0.4048,0.38079,0.36465,0.31234
5544,1.0,1.0,1.0,1.0,1.0,1.0,0.34937,0.30533,0.24545,0.34526,0.37372,0.0,0.0,1.0,1.0,1.0,1.0,0.40412,0.38554,0.36949,0.32694
5545,1.0,1.0,1.0,1.0,1.0,1.0,0.30372,0.32784,0.25554,0.32154,0.30428,0.0,0.0,1.0,1.0,1.0,1.0,0.39438,0.38611,0.35214,0.31766
5546,1.0,1.0,1.0,1.0,1.0,1.0,0.32299,0.27265,0.29905,0.32883,0.36106,0.0,0.0,1.0,1.0,1.0,1.0,0.41084,0.38095,0.35908,0.313
5547,1.0,1.0,1.0,1.0,1.0,1.0,0.31127,0.21969,0.29542,0.36885,0.34867,0.0,0.0,1.0,1.0,1.0,1.0,0.38681,0.39551,0.345,0.31642
5548,1.0,1.0,1.0,1.0,1.0,1.0,0.34964,0.18249,0.31732,0.31155,0.39932,0.0,0.0,1.0,1.0,1.0,1.0,0.39971,0.36907,0.35954,0.30661
5549,1.0,1.0,1.0,1.0,1.0,1.0,0.36364,0.19016,0.33831,0.2894,0.44645,0.0,0.0,1.0,1.0,1.0,1.0,0.39761,0.38668,0.36337,0.32313
5550,1.0,1.0,1.0,1.0,1.0,1.0,0.39856,0.19005,0.29204,0.28857,0.42409,0.04156,0.02299,1.0,1.0,1.0,1.0,0.39638,0.37118,0.34414,0.30733
5551,1.0,1.0,1.0,1.0,1.0,1.0,0.45261,0.22168,0.28767,0.29783,0.42465,0.09338,0.12836,1.0,1.0,1.0,1.0,0.39168,0.39794,0.37097,0.31334
5552,1.0,1.0,1.0,1.0,1.0,1.0,0.4077,0.2711,0.29332,0.24139,0.4795,0.18357,0.18962,1.0,1.0,1.0,1.0,0.40506,0.3796,0.35685,0.32285
5553,1.0,1.0,1.0,1.0,1.0,1.0,0.38805,0.22358,0.25786,0.26111,0.4306,0.20146,0.2316,1.0,1.0,1.0,1.0,0.40375,0.38888,0.36308,0.32225
5554,1.0,1.0,1.0,1.0,1.0,1.0,0.38822,0.22588,0.29798,0.30345,0.45629,0.229,0.26542,1.0,1.0,1.0,1.0,0.38573,0.38956,0.36434,0.3075
5555,1.0,1.0,1.0,1.0,1.0,1.0,0.34294,0.2083,0.30344,0.25591,0.48652,0.40206,0.31599,1.0,1.0,1.0,1.0,0.39776,0.3776,0.35796,0.31099
5556,1.0,1.0,1.0,1.0,1.0,1.0,0.35836,0.19376,0.253,0.24927,0.46165,0.50678,0.51116,1.0,1.0,1.0,1.0,0.38008,0.39442,0.36357,0.30799
5557,1.0,1.0,1.0,1.0,1.0,1.0,0.36403,0.21614,0.21345,0.20687,0.39264,0.47618,0.35674,1.0,1.0,1.0,1.0,0.40745,0.39388,0.35135,0.31633
5558,1.0,1.0,1.0,1.0,1.0,1.0,0.32037,0.22319,0.19068,0.15889,0.3272,0.30675,0.37667,1.0,1.0,1.0,1.0,0.39097,0.37194,0.35925,0.32647
5559,1.0,1.0,1.0,1.0,1.0,1.0,0.33151,0.25113,0.23198,0.16711,0.32503,0.46666,0.28824,1.0,1.0,1.0,1.0,0.40113,0.37678,0.35352,0.32051
5560,1.0,1.0,1.0,1.0,1.0,1.0,0.36713,0.19706,0.18484,0.23194,0.31938,0.29619,0.44495,1.0,1.0,1.0,1.0,0.38845,0.39302,0.34665,0.30933
5561,1.0,1.0,1.0,1.0,1.0,1.0,0.38837,0.22935,0.15715,0.21754,0.35726,0.25695,0.33808,1.0,1.0,1.0,1.0,0.38287,0.39556,0.36741,0.32857
5562,1.0,1.0,1.0,1.0,1.0,1.0,0.35794,0.29518,0.18443,0.17497,0.38666,0.18391,0.19114,1.0,1.0,1.0,1.0,0.40806,0.387,0.36284,0.30722
5563,1.0,1.0,1.0,1.0,1.0,1.0,0.3583,0.32381,0.22583,0.20543,0.45685,0.11615,0.12194,1.0,1.0,1.0,1.0,0.39679,0.39542,0.3675,0.30548
5564,1.0,1.0,1.0,1.0,1.0,1.0,0.40667,0.34549,0.25404,0.18492,0.45876,0.03917,0.0155,1.0,1.0,1.0,1.0,0.39507,0.39191,0.34668,0.31253
5565,1.0,1.0,1.0,1.0,1.0,1.0,0.4455,0.37717,0.23841,0.18887,0.41719,0.0,0.0,1.0,1.0,1.0,1.0,0.3813,0.36857,0.34382,0.3123
5566,1.0,1.0,1.0,1.0,1.0,1.0,0.4672,0.31616,0.27489,0.18217,0.45486,0.0,0.0,1.0,1.0,1.0,1.0,0.38053,0.39476,0.35033,0.31342
5567,1.0,1.0,1.0,1.0,1.0,1.0,0.41253,0.34738,0.29274,0.24282,0.47022,0.0,0.0,1.0,1.0,1.0,1.0,0.40443,0.39481,0.3682,0.32911
5568,1.0,1.0,1.0,1.0,1.0,1.0,0.36437,0.32834,0.34048,0.20895,0.42915,0.0,0.0,1.0,1.0,1.0,1.0,0.40324,0.39368,0.34638,0.31678
5569,1.0,1.0,1.0,1.0,1.0,1.0,0.30587,0.29823,0.35535,0.1704,0.35945,0.0,0.0,1.0,1.0,1.0,1.0,0.39242,0.38328,0.36357,0.30824
5570,1.0,1.0,1.0,1.0,1.0,1.0,0.26974,0.35729,0.38803,0.16992,0.34087,0.0,0.0,1.0,1.0,1.0,1.0,0.38892,0.39619,0.35576,0.30819
5571,1.0,1.0,1.0,1.0,1.0,1.0,0.32314,0.40557,0.43141,0.2259,0.41247,0.0,0.0,1.0,1.0,1.0,1.0,0.40042,0.3788,0.36833,0.31248
5572,1.0,1.0,1.0,1.0,1.0,1.0,0.28019,0.45736,0.39662,0.25739,0.35282,0.0,0.0,1.0,1.0,1.0,1.0,0.38797,0.38526,0.35729,0.31329
5573,1.0,1.0,1.0,1.0,1.0,1.0,0.33619,0.486,0.4191,0.20466,0.35768,0.0,0.0,1.0,1.0,1.0,1.0,0.3985,0.38342,0.36992,0.31385
5574,1.0,1.0,1.0,1.0,1.0,1.0,0.36247,0.47769,0.42281,0.2063,0.38533,0.02295,0.01545,1.0,1.0,1.0,1.0,0.41005,0.3977,0.34603,0.30725
5575,1.0,1.0,1.0,1.0,1.0,1.0,0.4155,0.40762,0.44845,0.23856,0.35807,0.11509,0.10708,1.0,1.0,1.0,1.0,0.40598,0.39742,0.36443,0.32427
5576,1.0,1.0,1.0,1.0,1.0,1.0,0.44534,0.4441,0.40636,0.22435,0.38179,0.17809,0.15521,1.0,1.0,1.0,1.0,0.40727,0.39831,0.35124,0.32582
5577,1.0,1.0,1.0,1.0,1.0,1.0,0.46624,0.48656,0.43713,0.1835,0.38128,0.28042,0.25461,1.0,1.0,1.0,1.0,0.40823,0.39058,0.34438,0.32261
5578,1.0,1.0,1.0,1.0,1.0,1.0,0.51213,0.43736,0.42932,0.16698,0.36872,0.34629,0.2586,1.0,1.0,1.0,1.0,0.40954,0.39052,0.36124,0.32298
5579,1.0,1.0,1.0,1.0,1.0,1.0,0.48459,0.39588,0.3811,0.22917,0.3888,0.35017,0.40429,1.0,1.0,1.0,1.0,0.383,0.37864,0.37072,0.32339
5580,1.0,1.0,1.0,1.0,1.0,1.0,0.49079,0.43816,0.3881,0.24461,0.41361,0.32525,0.55193,1.0,1.0,1.0,1.0,0.40834,0.38672,0.35032,0.31997
5581,1.0,1.0,1.0,1.0,1.0,1.0,0.42896,0.39943,0.36578,0.30291,0.449,0.4557,0.49579,1.0,1.0,1.0,1.0,0.38761,0.38801,0.3591,0.32533
5582,1.0,1.0,1.0,1.0,1.0,1.0,0.4758,0.33787,0.3921,0.27729,0.49797,0.48403,0.43812,1.0,1.0,1.0,1.0,0.38976,0.39397,0.3534,0.32592
5583,1.0,1.0,1.0,1.0,1.0,1.0,0.45042,0.31633,0.40023,0.33368,0.47088,0.44923,0.41093,1.0,1.0,1.0,1.0,0.38837,0.37242,0.34489,0.32307
5584,1.0,1.0,1.0,1.0,1.0,1.0,0.47187,0.29054,0.34268,0.32837,0.48697,0.35793,0.33676,1.0,1.0,1.0,1.0,0.3976,0.38549,0.34987,0.31642
5585,1.0,1.0,1.0,1.0,1.0,1.0,0.49542,0.30495,0.38553,0.34265,0.41837,0.29209,0.30685,1.0,1.0,1.0,1.0,0.3824,0.37847,0.34909,0.31843
5586,1.0,1.0,1.0,1.0,1.0,1.0,0.53643,0.26258,0.35037,0.32989,0.34125,0.18331,0.21073,1.0,1.0,1.0,1.0,0.38725,0.38249,0.37095,0.32476
5587,1.0,1.0,1.0,1.0,1.0,1.0,0.47374,0.26001,0.35886,0.35448,0.35676,0.08864,0.11699,1.0,1.0,1.0,1.0,0.39559,0.37597,0.37028,0.31312
5588,1.0,1.0,1.0,1.0,1.0,1.0,0.44632,0.29242,0.3745,0.35083,0.31758,0.03887,0.01378,1.0,1.0,1.0,1.0,0.3836,0.39026,0.35034,0.31979
5589,1.0,1.0,1.0,1.0,1.0,1.0,0.43644,0.31875,0.40696,0.36426,0.30195,0.0,0.0,1.0,1.0,1.0,1.0,0.40882,0.38858,0.35216,0.31691
5590,1.0,1.0,1.0,1.0,1.0,1.0,0.44534,0.34377,0.39494,0.304,0.33341,0.0,0.0,1.0,1.0,1.0,1.0,0.40645,0.38738,0.36587,0.31386
5591,1.0,1.0,1.0,1.0,1.0,1.0,0.39007,0.37402,0.38437,0.28738,0.4104,0.0,0.0,1.0,1.0,1.0,1.0,0.40348,0.39188,0.34443,0.308
5592,1.0,1.0,1.0,1.0,1.0,1.0,0.41258,0.32222,0.36484,0.29193,0.40053,0.0,0.0,1.0,1.0,1.0,1.0,0.39525,0.3915,0.369,0.30586
5593,1.0,1.0,1.0,1.0,1.0,1.0,0.37562,0.3497,0.31643,0.34534,0.37234,0.0,0.0,1.0,1.0,1.0,1.0,0.40845,0.38453,0.36748,0.31439
5594,1.0,1.0,1.0,1.0,1.0,1.0,0.34062,0.29513,0.3073,0.38185,0.33479,0.0,0.0,1.0,1.0,1.0,1.0,0.39766,0.38329,0.35593,0.32635
5595,1.0,1.0,1.0,1.0,1.0,1.0,0.36064,0.2401,0.30917,0.35129,0.31039,0.0,0.0,1.0,1.0,1.0,1.0,0.3955,0.39221,0.3573,0.31952
5596,1.0,1.0,1.0,1.0,1.0,1.0,0.3708,0.28766,0.29342,0.38422,0.27138,0.0,0.0,1.0,1.0,1.0,1.0,0.38934,0.39243,0.35271,0.32126
5597,1.0,1.0,1.0,1.0,1.0,1.0,0.33211,0.34881,0.26304,0.39888,0.33459,0.0,0.0,1.0,1.0,1.0,1.0,0.41111,0.37212,0.35049,0.30922
5598,1.0,1.0,1.0,1.0,1.0,1.0,0.37329,0.31511,0.23042,0.4182,0.30013,0.02412,0.01115,1.0,1.0,1.0,1.0,0.39096,0.37654,0.3447,0.3093
5599,1.0,1.0,1.0,1.0,1.0,1.0,0.40819,0.33108,0.1968,0.38134,0.25536,0.11389,0.12953,1.0,1.0,1.0,1.0,0.39827,0.37096,0.35172,0.3053
5600,1.0,1.0,1.0,1.0,1.0,1.0,0.36935,0.35545,0.23505,0.32005,0.21814,0.1845,0.17882,1.0,1.0,1.0,1.0,0.40249,0.38484,0.36426,0.31342
5601,1.0,1.0,1.0,1.0,1.0,1.0,0.3286,0.32118,0.22842,0.32152,0.27254,0.19683,0.228,1.0,1.0,1.0,1.0,0.38233,0.39208,0.3595,0.31311
5602,1.0,1.0,1.0,1.0,1.0,1.0,0.36828,0.36142,0.2204,0.28486,0.2632,0.31511,0.2973,1.0,1.0,1.0,1.0,0.39309,0.39041,0.36459,0.30523
5603,1.0,1.0,1.0,1.0,1.0,1.0,0.3191,0.38045,0.21673,0.32148,0.25844,0.40636,0.27955,1.0,1.0,1.0,1.0,0.39357,0.37312,0.34845,0.30673
5604,1.0,1.0,1.0,1.0,1.0,1.0,0.28397,0.40939,0.17971,0.36484,0.25134,0.41707,0.48037,1.0,1.0,1.0,1.0,0.40666,0.38172,0.37162,0.32579
5605,1.0,1.0,1.0,1.0,1.0,1.0,0.34973,0.36569,0.19436,0.3296,0.21281,0.41054,0.40875,1.0,1.0,1.0,1.0,0.40971,0.3711,0.36537,0.32307
5606,1.0,1.0,1.0,1.0,1.0,1.0,0.39003,0.33043,0.2397,0.32523,0.26965,0.36923,0.50956,1.0,1.0,1.0,1.0,0.40916,0.37489,0.35193,0.32617
5607,1.0,1.0,1.0,1.0,1.0,1.0,0.36328,0.31345,0.20746,0.2804,0.27792,0.42491,0.45027,1.0,1.0,1.0,1.0,0.40127,0.39645,0.36655,0.32339
5608,1.0,1.0,1.0,1.0,1.0,1.0,0.38132,0.35344,0.25967,0.33215,0.33974,0.367,0.35708,1.0,1.0,1.0,1.0,0.40473,0.39883,0.37212,0.32793
5609,1.0,1.0,1.0,1.0,1.0,1.0,0.35521,0.30781,0.21224,0.28213,0.39271,0.2808,0.25026,1.0,1.0,1.0,1.0,0.39472,0.39158,0.35024,0.32091
5610,1.0,1.0,1.0,1.0,1.0,1.0,0.29567,0.31939,0.26264,0.28534,0.3468,0.18231,0.17798,1.0,1.0,1.0,1.0,0.40612,0.38466,0.35652,0.32176
5611,1.0,1.0,1.0,1.0,1.0,1.0,0.31426,0.28784,0.22771,0.26863,0.37324,0.08475,0.08789,1.0,1.0,1.0,1.0,0.39531,0.37639,0.34638,0.32423
5612,1.0,1.0,1.0,1.0,1.0,1.0,0.30015,0.28156,0.2105,0.26733,0.30224,0.03411,0.01372,1.0,1.0,1.0,1.0,0.40237,0.37275,0.3719,0.3256
5613,1.0,1.0,1.0,1.0,1.0,1.0,0.28435,0.33788,0.25899,0.23854,0.37504,0.0,0.0,1.0,1.0,1.0,1.0,0.38535,0.38269,0.35597,0.31858
5614,1.0,1.0,1.0,1.0,1.0,1.0,0.29728,0.36612,0.25001,0.27097,0.36134,0.0,0.0,1.0,1.0,1.0,1.0,0.398,0.39824,0.3602,0.32882
5615,1.0,1.0,1.0,1.0,1.0,1.0,0.2559,0.38756,0.27163,0.2261,0.37169,0.0,0.0,1.0,1.0,1.0,1.0,0.40764,0.3996,0.37208,0.3148
5616,1.0,1.0,1.0,1.0,1.0,1.0,0.27637,0.34295,0.29072,0.23496,0.38275,0.0,0.0,1.0,1.0,1.0,1.0,0.40455,0.38991,0.35973,0.3167
5617,1.0,1.0,1.0,1.0,1.0,1.0,0.2517,0.34372,0.24416,0.19709,0.45093,0.0,0.0,1.0,1.0,1.0,1.0,0.38859,0.39376,0.37382,0.31029
5618,1.0,1.0,1.0,1.0,1.0,1.0,0.29813,0.34495,0.2244,0.20807,0.41393,0.0,0.0,1.0,1.0,1.0,1.0,0.39193,0.37138,0.35144,0.31835
5619,1.0,1.0,1.0,1.0,1.0,1.0,0.34859,0.31928,0.18555,0.18899,0.35108,0.0,0.0,1.0,1.0,1.0,1.0,0.40883,0.37842,0.34794,0.32558
5620,1.0,1.0,1.0,1.0,1.0,1.0,0.29296,0.27707,0.23036,0.14487,0.36947,0.0,0.0,1.0,1.0,1.0,1.0,0.38922,0.39712,0.36458,0.30808
5621,1.0,1.0,1.0,1.0,1.0,1.0,0.26354,0.32149,0.1917,0.14541,0.42752,0.0,0.0,1.0,1.0,1.0,1.0,0.38289,0.39337,0.3713,0.31102
5622,1.0,1.0,1.0,1.0,1.0,1.0,0.31429,0.28785,0.15614,0.1632,0.35,0.02397,0.01064,1.0,1.0,1.0,1.0,0.41006,0.39176,0.35585,0.32327
5623,1.0,1.0,1.0,1.0,1.0,1.0,0.30453,0.26651,0.21794,0.19518,0.36413,0.10004,0.08826,1.0,1.0,1.0,1.0,0.3894,0.38052,0.35452,0.31231
5624,1.0,1.0,1.0,1.0,1.0,1.0,0.24943,0.237,0.23341,0.24938,0.42098,0.15722,0.21093,1.0,1.0,1.0,1.0,0.39232,0.39241,0.35694,0.31231
5625,1.0,1.0,1.0,1.0,1.0,1.0,0.29189,0.23083,0.22605,0.27259,0.35061,0.31187,0.33675,1.0,1.0,1.0,1.0,0.39816,0.38431,0.35123,0.31521
5626,1.0,1.0,1.0,1.0,1.0,1.0,0.2348,0.23906,0.19966,0.23389,0.35106,0.22591,0.3959,1.0,1.0,1.0,1.0,0.38473,0.39195,0.37142,0.32183
5627,1.0,1.0,1.0,1.0,1.0,1.0,0.26801,0.23516,0.22201,0.29057,0.34213,0.40657,0.32415,1.0,1.0,1.0,1.0,0.41305,0.38864,0.34919,0.32018
5628,1.0,1.0,1.0,1.0,1.0,1.0,0.25643,0.28239,0.24168,0.31305,0.30822,0.38508,0.39985,1.0,1.0,1.0,1.0,0.39181,0.3715,0.37059,0.31684
5629,1.0,1.0,1.0,1.0,1.0,1.0,0.24842,0.33749,0.27651,0.26191,0.32045,0.33077,0.48112,1.0,1.0,1.0,1.0,0.38525,0.38321,0.37309,0.31963
5630,1.0,1.0,1.0,1.0,1.0,1.0,0.24568,0.33758,0.29243,0.24957,0.26004,0.33543,0.36021,1.0,1.0,1.0,1.0,0.40263,0.38094,0.35527,0.32921
5631,1.0,1.0,1.0,1.0,1.0,1.0,0.21416,0.38489,0.2841,0.23027,0.20955,0.36988,0.32197,1.0,1.0,1.0,1.0,0.39355,0.38593,0.36049,0.30627
5632,1.0,1.0,1.0,1.0,1.0,1.0,0.23328,0.34212,0.30447,0.19858,0.23679,0.25381,0.29773,1.0,1.0,1.0,1.0,0.39315,0.37221,0.36405,0.32906
5633,1.0,1.0,1.0,1.0,1.0,1.0,0.22164,0.28871,0.31274,0.15353,0.1823,0.31078,0.32851,1.0,1.0,1.0,1.0,0.40626,0.38213,0.36905,0.31654
5634,1.0,1.0,1.0,1.0,1.0,1.0,0.16975,0.31823,0.29188,0.12001,0.22834,0.15102,0.22713,1.0,1.0,1.0,1.0,0.38809,0.39524,0.3586,0.31522
5635,1.0,1.0,1.0,1.0,1.0,1.0,0.19217,0.2899,0.33271,0.13048,0.20722,0.10245,0.10981,1.0,1.0,1.0,1.0,0.39066,0.37667,0.35739,0.32757
5636,1.0,1.0,1.0,1.0,1.0,1.0,0.24608,0.26396,0.37226,0.18234,0.18298,0.02552,0.01163,1.0,1.0,1.0,1.0,0.40789,0.37178,0.35685,0.31415
5637,1.0,1.0,1.0,1.0,1.0,1.0,0.29661,0.27775,0.37203,0.13671,0.14674,0.0,0.0,1.0,1.0,1.0,1.0,0.39236,0.37143,0.36648,0.32253
5638,1.0,1.0,1.0,1.0,1.0,1.0,0.26028,0.27058,0.40513,0.19579,0.22615,0.0,0.0,1.0,1.0,1.0,1.0,0.39812,0.39357,0.35991,0.32383
5639,1.0,1.0,1.0,1.0,1.0,1.0,0.2305,0.33083,0.38561,0.15884,0.21436,0.0,0.0,1.0,1.0,1.0,1.0,0.41432,0.37243,0.36069,0.32119
5640,1.0,1.0,1.0,1.0,1.0,1.0,0.17704,0.33057,0.38881,0.18673,0.24292,0.0,0.0,1.0,1.0,1.0,1.0,0.41149,0.37379,0.36515,0.32433
5641,1.0,1.0,1.0,1.0,1.0,1.0,0.13194,0.34527,0.357,0.18224,0.24343,0.0,0.0,1.0,1.0,1.0,1.0,0.41144,0.38152,0.36043,0.32658
5642,1.0,1.0,1.0,1.0,1.0,1.0,0.09338,0.36148,0.39652,0.24512,0.21661,0.0,0.0,1.0,1.0,1.0,1.0,0.39568,0.39259,0.36783,0.31577
5643,1.0,1.0,1.0,1.0,1.0,1.0,0.17035,0.4145,0.39882,0.20713,0.25718,0.0,0.0,1.0,1.0,1.0,1.0,0.40321,0.38637,0.37257,0.3246
5644,1.0,1.0,1.0,1.0,1.0,1.0,0.16707,0.45806,0.41545,0.21644,0.29136,0.0,0.0,1.0,1.0,1.0,1.0,0.41427,0.37762,0.36075,0.31882
5645,1.0,1.0,1.0,1.0,1.0,1.0,0.1999,0.44521,0.37101,0.20411,0.26157,0.0,0.0,1.0,1.0,1.0,1.0,0.4094,0.37662,0.37358,0.32288
5646,1.0,1.0,1.0,1.0,1.0,1.0,0.18295,0.40703,0.32675,0.24066,0.25962,0.02376,0.01091,1.0,1.0,1.0,1.0,0.41485,0.38068,0.36073,0.32959
5647,1.0,1.0,1.0,1.0,1.0,1.0,0.24723,0.45877,0.37163,0.26926,0.28251,0.07121,0.09823,1.0,1.0,1.0,1.0,0.39422,0.39175,0.37155,0.31
5648,1.0,1.0,1.0,1.0,1.0,1.0,0.25979,0.422,0.41736,0.32459,0.27287,0.15808,0.14241,1.0,1.0,1.0,1.0,0.39315,0.37403,0.35278,0.31473
5649,1.0,1.0,1.0,1.0,1.0,1.0,0.31185,0.37639,0.37345,0.32608,0.29107,0.28815,0.27826,1.0,1.0,1.0,1.0,0.40641,0.39147,0.37324,0.3172
5650,1.0,1.0,1.0,1.0,1.0,1.0,0.28421,0.42944,0.34828,0.27625,0.28163,0.34288,0.24145,1.0,1.0,1.0,1.0,0.4012,0.38163,0.3536,0.30686
5651,1.0,1.0,1.0,1.0,1.0,1.0,0.26337,0.3705,0.36676,0.22574,0.21779,0.33252,0.45672,1.0,1.0,1.0,1.0,0.40342,0.39227,0.36695,0.31511
5652,1.0,1.0,1.0,1.0,1.0,1.0,0.2651,0.35795,0.36343,0.25689,0.1759,0.36084,0.42551,1.0,1.0,1.0,1.0,0.39201,0.39228,0.34657,0.32347
5653,1.0,1.0,1.0,1.0,1.0,1.0,0.21701,0.37482,0.35248,0.28618,0.25232,0.30427,0.53209,1.0,1.0,1.0,1.0,0.38876,0.39131,0.35227,0.3086
5654,1.0,1.0,1.0,1.0,1.0,1.0,0.21477,0.34239,0.34834,0.30874,0.31669,0.37677,0.31762,1.0,1.0,1.0,1.0,0.39948,0.37613,0.34812,0.31687
5655,1.0,1.0,1.0,1.0,1.0,1.0,0.21495,0.32199,0.37036,0.33728,0.26521,0.45593,0.35265,1.0,1.0,1.0,1.0,0.39002,0.3743,0.37378,0.30945
5656,1.0,1.0,1.0,1.0,1.0,1.0,0.19053,0.37904,0.39112,0.32097,0.26456,0.26154,0.38979,1.0,1.0,1.0,1.0,0.40375,0.39308,0.36879,0.32125
5657,1.0,1.0,1.0,1.0,1.0,1.0,0.1695,0.39211,0.39859,0.28547,0.19795,0.28204,0.26574,1.0,1.0,1.0,1.0,0.40337,0.39558,0.35365,0.32512
5658,1.0,1.0,1.0,1.0,1.0,1.0,0.16825,0.36082,0.39922,0.33052,0.19306,0.13129,0.14067,1.0,1.0,1.0,1.0,0.38776,0.3824,0.35785,0.31448
5659,1.0,1.0,1.0,1.0,1.0,1.0,0.17238,0.33588,0.43162,0.28097,0.28173,0.07515,0.0962,1.0,1.0,1.0,1.0,0.39759,0.38139,0.36613,0.30814
