Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4
,,,,,,,,3827,1374.6,1726.4,5870.4,2106.8
,,,,,,,,3828,1331.7,1685.8,5597.6,2019.9
,,,,,,,,3829,1279.8,1611.6,5436.3,1925.7
,,,,,,,,3830,1285.6,1590.2,5547.1,1958.2
,,,,,,,,3831,1301.9,1661.8,5661.7,1958.9
,,,,,,,,3832,1353.4,1728.6,5778.7,2051.1
,,,,,,,,3833,1429.3,1823.7,6054.5,2149.8
,,,,,,,,3834,1526.7,1881.7,6445.0,2263.5
,,,,,,,,3835,1555.9,1889.9,6600.1,2296.0
,,,,,,,,3836,1496.2,1902.1,6439.4,2277.9
,,,,,,,,3837,1450.4,1827.8,6144.5,2159.6
,,,,,,,,3838,1350.7,1692.9,5843.3,2081.2
,,,,,,,,3839,1306.0,1642.4,5512.1,1961.5
,,,,,,,,3840,1264.5,1624.0,5446.5,1914.1
,,,,,,,,3841,1170.3,1481.8,4995.3,1754.9
,,,,,,,,3842,1107.8,1401.6,4781.4,1662.8
,,,,,,,,3843,1048.0,1335.6,4468.8,1576.2
,,,,,,,,3844,1023.8,1278.8,4409.4,1557.1
,,,,,,,,3845,1075.7,1332.1,4559.1,1626.2
,,,,,,,,3846,1195.1,1500.1,5034.3,1763.3
,,,,,,,,3847,1321.5,1655.7,5499.6,1953.5
,,,,,,,,3848,1412.8,1786.0,6004.0,2113.0
,,,,,,,,3849,1471.7,1810.1,6234.7,2205.6
,,,,,,,,3850,1436.3,1815.9,6061.5,2197.3
,,,,,,,,3851,1373.0,1735.6,5899.7,2105.1
,,,,,,,,3852,1306.4,1663.7,5679.9,1992.3
,,,,,,,,3853,1301.1,1606.0,5399.3,1931.6
,,,,,,,,3854,1263.2,1585.3,5455.3,1903.1
,,,,,,,,3855,1292.7,1657.7,5559.1,1954.8
,,,,,,,,3856,1376.4,1698.4,5861.4,2032.5
,,,,,,,,3857,1432.1,1780.2,6050.8,2158.1
,,,,,,,,3858,1479.5,1876.8,6318.8,2272.0
,,,,,,,,3859,1533.0,1923.6,6509.2,2260.8
,,,,,,,,3860,1509.0,1881.4,6386.7,2268.9
,,,,,,,,3861,1429.1,1798.3,6134.7,2136.9
,,,,,,,,3862,1346.1,1680.2,5707.2,2066.8
,,,,,,,,3863,1296.3,1649.3,5479.2,1965.3
,,,,,,,,3864,1262.1,1591.5,5385.8,1913.1
,,,,,,,,3865,1244.4,1549.9,5307.8,1890.6
,,,,,,,,3866,1163.5,1476.2,5025.2,1777.6
,,,,,,,,3867,1102.3,1387.1,4661.3,1655.3
,,,,,,,,3868,1102.5,1348.2,4707.8,1648.7
,,,,,,,,3869,1143.8,1408.8,4787.6,1701.1
,,,,,,,,3870,1265.8,1581.0,5394.2,1871.9
,,,,,,,,3871,1400.8,1715.1,5913.7,2066.1
,,,,,,,,3872,1490.3,1892.3,6458.7,2245.5
,,,,,,,,3873,1529.8,1922.7,6629.3,2318.8
,,,,,,,,3874,1516.9,1906.8,6436.7,2314.0
,,,,,,,,3875,1480.9,1854.7,6290.4,2179.6
,,,,,,,,3876,1391.9,1729.0,5970.0,2115.3
,,,,,,,,3877,1353.4,1690.6,5772.4,2057.6
,,,,,,,,3878,1362.4,1681.7,5739.5,2037.0
,,,,,,,,3879,1381.4,1706.3,5866.4,2043.9
,,,,,,,,3880,1419.8,1810.2,6159.5,2162.9
,,,,,,,,3881,1495.4,1909.4,6455.6,2240.1
,,,,,,,,3882,1592.5,1962.6,6737.4,2371.9
,,,,,,,,3883,1632.5,2036.9,6771.7,2389.3
,,,,,,,,3884,1604.9,1952.8,6752.3,2355.7
,,,,,,,,3885,1527.9,1899.0,6508.0,2260.9
,,,,,,,,3886,1458.5,1816.2,6139.1,2130.0
,,,,,,,,3887,1383.8,1710.4,5922.1,2084.0
,,,,,,,,3888,1342.6,1696.2,5681.4,1999.0
,,,,,,,,3889,1219.2,1538.0,5277.0,1841.1
,,,,,,,,3890,1157.7,1476.0,5010.6,1759.0
,,,,,,,,3891,1090.0,1373.3,4675.8,1672.4
,,,,,,,,3892,1075.2,1373.7,4577.2,1617.4
,,,,,,,,3893,1125.1,1421.1,4812.4,1716.9
,,,,,,,,3894,1256.6,1571.8,5363.4,1859.9
,,,,,,,,3895,1391.7,1748.0,5905.9,2050.0
,,,,,,,,3896,1492.7,1850.4,6256.1,2204.2
,,,,,,,,3897,1526.8,1904.8,6551.9,2320.7
,,,,,,,,3898,1528.0,1887.4,6371.0,2243.9
,,,,,,,,3899,1453.2,1826.8,6182.9,2169.7
,,,,,,,,3900,1386.6,1731.6,5853.9,2072.4
,,,,,,,,3901,1354.0,1711.0,5780.9,2035.9
,,,,,,,,3902,1349.2,1672.8,5691.4,2022.9
,,,,,,,,3903,1355.5,1695.0,5747.9,2029.0
,,,,,,,,3904,1416.9,1781.5,6029.4,2163.7
,,,,,,,,3905,1515.3,1871.5,6416.2,2277.8
,,,,,,,,3906,1560.7,1948.1,6686.0,2345.3
,,,,,,,,3907,1599.9,1982.1,6820.1,2402.5
,,,,,,,,3908,1595.7,1961.2,6697.5,2357.7
,,,,,,,,3909,1509.5,1861.3,6355.6,2281.1
,,,,,,,,3910,1446.7,1779.8,6016.8,2141.0
,,,,,,,,3911,1351.1,1737.1,5830.2,2075.4
,,,,,,,,3912,1345.0,1689.1,5700.1,2013.6
,,,,,,,,3913,1238.1,1554.8,5224.3,1849.6
,,,,,,,,3914,1147.4,1448.6,4952.1,1731.0
,,,,,,,,3915,1102.2,1393.2,4665.8,1662.3
,,,,,,,,3916,1078.5,1329.8,4577.0,1599.9
,,,,,,,,3917,1129.3,1396.7,4749.1,1702.8
,,,,,,,,3918,1227.2,1528.5,5299.1,1875.4
,,,,,,,,3919,1383.9,1715.8,5846.0,2070.8
,,,,,,,,3920,1494.6,1867.0,6337.5,2215.1
,,,,,,,,3921,1515.9,1884.6,6414.5,2311.7
,,,,,,,,3922,1506.2,1871.5,6424.4,2288.8
,,,,,,,,3923,1441.8,1824.9,6140.1,2178.2
,,,,,,,,3924,1389.1,1727.8,5846.8,2087.1
,,,,,,,,3925,1346.1,1675.9,5745.8,2022.1
,,,,,,,,3926,1329.8,1659.1,5692.5,2031.7
,,,,,,,,3927,1349.9,1703.9,5724.2,2051.9
,,,,,,,,3928,1411.1,1793.8,6037.0,2100.4
,,,,,,,,3929,1475.4,1873.2,6399.4,2252.5
,,,,,,,,3930,1586.8,1976.7,6629.5,2329.8
,,,,,,,,3931,1583.4,1962.0,6761.3,2385.1
,,,,,,,,3932,1560.4,1970.3,6545.8,2326.7
,,,,,,,,3933,1500.7,1896.0,6442.7,2255.2
,,,,,,,,3934,1440.7,1751.5,6007.4,2162.2
,,,,,,,,3935,1372.6,1707.2,5786.9,2069.3
,,,,,,,,3936,1313.8,1637.9,5699.8,1976.5
,,,,,,,,3937,1203.1,1510.5,5122.1,1845.5
,,,,,,,,3938,1155.6,1448.9,4968.6,1725.8
,,,,,,,,3939,1106.0,1376.8,4708.2,1642.6
,,,,,,,,3940,1067.3,1346.8,4568.7,1620.8
,,,,,,,,3941,1108.9,1396.0,4714.6,1703.3
,,,,,,,,3942,1216.4,1548.1,5223.5,1869.4
,,,,,,,,3943,1380.0,1706.1,5840.4,2053.0
,,,,,,,,3944,1474.2,1828.7,6299.6,2180.1
,,,,,,,,3945,1510.8,1885.2,6393.6,2268.1
,,,,,,,,3946,1481.4,1890.4,6350.9,2234.0
,,,,,,,,3947,1452.1,1804.1,6144.9,2161.7
,,,,,,,,3948,1385.3,1715.6,5870.5,2072.0
,,,,,,,,3949,1333.7,1668.5,5679.2,1979.7
,,,,,,,,3950,1331.2,1661.6,5639.7,1967.1
,,,,,,,,3951,1350.6,1685.0,5729.0,2041.4
,,,,,,,,3952,1395.5,1775.1,6003.2,2114.1
,,,,,,,,3953,1481.3,1881.5,6388.4,2212.7
,,,,,,,,3954,1570.4,1952.9,6627.0,2344.0
,,,,,,,,3955,1569.7,1992.2,6672.4,2363.9
,,,,,,,,3956,1533.0,1929.1,6665.1,2364.5
,,,,,,,,3957,1503.8,1857.2,6271.3,2215.3
,,,,,,,,3958,1423.1,1770.6,6064.0,2092.8
,,,,,,,,3959,1351.3,1707.3,5766.0,2026.7
,,,,,,,,3960,1320.4,1663.4,5588.8,2005.6
,,,,,,,,3961,1196.3,1509.3,5219.1,1838.6
,,,,,,,,3962,1156.1,1415.3,4938.3,1737.1
,,,,,,,,3963,1079.0,1346.1,4636.6,1621.4
,,,,,,,,3964,1081.7,1330.7,4508.2,1579.5
,,,,,,,,3965,1113.1,1396.7,4678.9,1676.3
,,,,,,,,3966,1234.8,1506.7,5126.1,1818.9
,,,,,,,,3967,1360.2,1710.0,5695.1,2001.7
,,,,,,,,3968,1455.2,1827.4,6157.4,2186.5
,,,,,,,,3969,1487.9,1906.8,6455.2,2298.4
,,,,,,,,3970,1476.4,1854.0,6367.8,2225.2
,,,,,,,,3971,1431.2,1812.0,6036.1,2138.0
,,,,,,,,3972,1359.1,1724.5,5841.2,2027.3
,,,,,,,,3973,1322.9,1674.0,5591.3,1977.3
,,,,,,,,3974,1329.7,1666.3,5619.7,1990.5
,,,,,,,,3975,1363.5,1697.4,5674.3,2004.2
,,,,,,,,3976,1421.4,1737.6,5927.3,2112.5
,,,,,,,,3977,1491.9,1851.3,6242.6,2195.3
,,,,,,,,3978,1559.2,1935.2,6503.4,2307.5
,,,,,,,,3979,1553.6,1954.9,6619.0,2345.0
,,,,,,,,3980,1552.8,1945.3,6595.2,2284.4
,,,,,,,,3981,1473.7,1875.1,6277.5,2210.4
,,,,,,,,3982,1402.3,1756.7,5981.3,2102.7
,,,,,,,,3983,1356.1,1667.4,5789.6,2003.2
,,,,,,,,3984,1307.2,1623.3,5578.1,1966.6
,,,,,,,,3985,1123.8,1420.1,4843.1,1687.3
,,,,,,,,3986,1072.0,1351.6,4620.1,1621.3
,,,,,,,,3987,1004.2,1265.4,4369.5,1516.6
,,,,,,,,3988,1005.7,1252.9,4177.3,1484.4
,,,,,,,,3989,1028.1,1284.8,4384.3,1569.0
,,,,,,,,3990,1152.1,1429.8,4882.4,1706.9
,,,,,,,,3991,1252.8,1569.0,5337.7,1888.1
,,,,,,,,3992,1380.2,1730.4,5734.5,2026.0
,,,,,,,,3993,1391.5,1765.2,6013.6,2114.2
,,,,,,,,3994,1385.6,1754.9,5915.5,2064.3
,,,,,,,,3995,1347.8,1658.1,5751.3,1982.0
,,,,,,,,3996,1286.2,1609.4,5502.8,1892.6
,,,,,,,,3997,1229.6,1548.3,5231.8,1868.4
,,,,,,,,3998,1242.8,1555.8,5238.2,1826.4
,,,,,,,,3999,1269.6,1592.7,5285.4,1893.6
,,,,,,,,4000,1292.8,1652.7,5628.3,1950.3
,,,,,,,,4001,1394.4,1704.0,5886.3,2054.0
,,,,,,,,4002,1431.8,1795.4,6075.7,2145.3
,,,,,,,,4003,1485.3,1808.3,6199.0,2190.4
,,,,,,,,4004,1461.3,1830.1,6210.8,2197.3
,,,,,,,,4005,1382.5,1723.4,5909.2,2061.9
,,,,,,,,4006,1307.5,1647.3,5548.5,1967.2
,,,,,,,,4007,1253.1,1564.6,5348.8,1888.8
,,,,,,,,4008,1222.2,1521.7,5190.5,1824.1
,,,,,,,,4009,1120.7,1389.5,4763.0,1699.4
,,,,,,,,4010,1061.8,1347.9,4471.0,1583.0
,,,,,,,,4011,1019.5,1270.2,4322.0,1518.2
,,,,,,,,4012,985.5,1248.4,4185.0,1488.2
,,,,,,,,4013,1046.9,1288.2,4365.8,1536.3
,,,,,,,,4014,1127.9,1414.5,4865.7,1697.4
,,,,,,,,4015,1239.6,1571.3,5313.5,1891.6
,,,,,,,,4016,1356.2,1697.1,5791.6,2056.4
,,,,,,,,4017,1415.4,1728.7,5973.1,2119.6
,,,,,,,,4018,1368.7,1728.7,5888.3,2050.0
,,,,,,,,4019,1311.9,1658.7,5640.8,1998.5
,,,,,,,,4020,1250.6,1596.5,5441.0,1898.8
,,,,,,,,4021,1217.3,1541.9,5279.4,1856.5
,,,,,,,,4022,1246.2,1539.7,5260.7,1866.6
,,,,,,,,4023,1250.8,1562.1,5333.2,1874.5
,,,,,,,,4024,1320.2,1606.4,5472.1,1944.2
,,,,,,,,4025,1365.7,1725.8,5913.0,2035.3
,,,,,,,,4026,1424.7,1785.2,6008.3,2172.7
,,,,,,,,4027,1453.7,1837.7,6224.5,2212.8
,,,,,,,,4028,1430.7,1817.3,6020.5,2171.8
,,,,,,,,4029,1357.4,1701.2,5877.6,2045.3
,,,,,,,,4030,1323.1,1648.3,5501.5,1965.4
,,,,,,,,4031,1236.0,1576.4,5359.3,1865.2
,,,,,,,,4032,1229.9,1526.9,5231.2,1835.3
,,,,,,,,4033,1185.8,1499.4,5004.4,1779.8
,,,,,,,,4034,1125.5,1421.1,4829.6,1672.1
,,,,,,,,4035,1078.6,1330.1,4554.3,1579.0
,,,,,,,,4036,1052.3,1322.8,4425.5,1583.9
,,,,,,,,4037,1084.0,1368.7,4599.1,1649.4
,,,,,,,,4038,1213.9,1495.7,5081.3,1778.3
,,,,,,,,4039,1338.6,1677.3,5701.7,1977.2
,,,,,,,,4040,1433.0,1774.9,6060.9,2144.5
,,,,,,,,4041,1481.7,1877.1,6266.5,2204.5
,,,,,,,,4042,1477.9,1810.1,6156.5,2181.9
,,,,,,,,4043,1392.1,1780.2,5931.1,2135.4
,,,,,,,,4044,1336.3,1665.5,5746.5,2017.9
,,,,,,,,4045,1300.2,1649.9,5557.8,1982.8
,,,,,,,,4046,1290.5,1608.2,5457.5,1926.9
,,,,,,,,4047,1314.2,1635.5,5686.2,1967.6
,,,,,,,,4048,1379.2,1721.3,5889.3,2039.4
,,,,,,,,4049,1441.4,1797.7,6252.1,2193.3
,,,,,,,,4050,1531.6,1915.7,6431.2,2310.0
,,,,,,,,4051,1522.6,1928.6,6652.4,2288.5
,,,,,,,,4052,1517.8,1895.9,6358.8,2276.1
,,,,,,,,4053,1437.8,1793.5,6139.9,2161.0
,,,,,,,,4054,1385.1,1739.5,5835.9,2050.8
,,,,,,,,4055,1330.0,1674.2,5673.3,1999.5
,,,,,,,,4056,1306.2,1632.6,5407.5,1953.8
,,,,,,,,4057,1192.5,1498.7,5089.0,1766.5
,,,,,,,,4058,1109.9,1405.5,4784.3,1675.8
,,,,,,,,4059,1073.9,1346.3,4535.2,1611.5
,,,,,,,,4060,1056.0,1310.8,4366.0,1564.7
,,,,,,,,4061,1081.3,1373.3,4669.7,1629.8
,,,,,,,,4062,1189.7,1508.6,5118.0,1776.8
,,,,,,,,4063,1328.5,1658.1,5611.9,1964.7
,,,,,,,,4064,1413.4,1790.6,6055.2,2153.9
,,,,,,,,4065,1454.9,1825.9,6332.0,2186.4
,,,,,,,,4066,1462.6,1814.4,6135.4,2186.2
,,,,,,,,4067,1386.9,1754.6,5852.7,2107.6
,,,,,,,,4068,1337.7,1644.9,5663.3,1997.9
,,,,,,,,4069,1292.2,1634.7,5549.3,1932.6
,,,,,,,,4070,1309.7,1613.2,5571.1,1952.4
,,,,,,,,4071,1310.7,1638.2,5674.7,1954.0
,,,,,,,,4072,1369.8,1731.3,5786.1,2079.2
,,,,,,,,4073,1465.4,1791.5,6124.0,2167.1
,,,,,,,,4074,1519.2,1908.3,6501.1,2294.7
,,,,,,,,4075,1544.5,1895.9,6476.7,2285.6
,,,,,,,,4076,1526.5,1902.8,6378.4,2273.0
,,,,,,,,4077,1462.7,1828.6,6207.6,2188.9
,,,,,,,,4078,1367.1,1723.3,5804.0,2048.9
,,,,,,,,4079,1328.2,1640.4,5552.5,1973.7
,,,,,,,,4080,1289.4,1615.8,5483.0,1928.6
,,,,,,,,4081,1173.9,1484.7,5085.0,1769.0
,,,,,,,,4082,1114.4,1381.4,4739.9,1698.3
,,,,,,,,4083,1054.8,1316.2,4479.2,1581.8
,,,,,,,,4084,1039.5,1308.8,4345.0,1549.0
,,,,,,,,4085,1093.0,1363.3,4545.9,1623.3
,,,,,,,,4086,1188.5,1507.0,5020.8,1771.2
,,,,,,,,4087,1319.8,1633.1,5610.6,1954.6
,,,,,,,,4088,1435.5,1792.6,5999.9,2159.3
,,,,,,,,4089,1485.7,1846.6,6309.6,2230.1
,,,,,,,,4090,1454.7,1821.8,6136.6,2199.8
,,,,,,,,4091,1376.1,1726.4,5949.7,2080.8
,,,,,,,,4092,1322.7,1665.5,5691.7,2014.9
,,,,,,,,4093,1287.3,1609.5,5499.1,1918.2
,,,,,,,,4094,1293.2,1609.2,5380.8,1931.4
,,,,,,,,4095,1319.9,1633.9,5501.9,1988.4
,,,,,,,,4096,1348.6,1713.2,5732.1,2054.0
,,,,,,,,4097,1441.3,1792.4,6087.9,2130.0
,,,,,,,,4098,1487.1,1869.9,6448.2,2226.8
,,,,,,,,4099,1537.7,1921.0,6564.4,2274.3
,,,,,,,,4100,1500.9,1878.4,6467.5,2254.8
,,,,,,,,4101,1427.2,1773.9,6043.6,2140.3
,,,,,,,,4102,1355.5,1715.9,5745.9,2031.3
,,,,,,,,4103,1323.2,1613.2,5515.3,1965.3
,,,,,,,,4104,1290.9,1616.4,5423.5,1897.9
,,,,,,,,4105,1179.9,1468.3,5050.4,1744.4
,,,,,,,,4106,1097.3,1375.5,4715.6,1657.5
,,,,,,,,4107,1063.8,1299.0,4515.7,1572.8
,,,,,,,,4108,1029.4,1291.7,4380.6,1567.5
,,,,,,,,4109,1085.8,1339.0,4620.3,1621.3
,,,,,,,,4110,1171.0,1474.9,4985.3,1779.7
,,,,,,,,4111,1304.3,1621.3,5504.5,1950.4
,,,,,,,,4112,1423.7,1791.7,6020.3,2107.6
,,,,,,,,4113,1458.5,1823.6,6244.7,2176.8
,,,,,,,,4114,1446.0,1823.4,6053.8,2141.8
,,,,,,,,4115,1387.4,1715.3,5794.0,2064.6
,,,,,,,,4116,1324.3,1645.2,5612.5,1952.2
,,,,,,,,4117,1279.2,1613.1,5511.0,1934.5
,,,,,,,,4118,1288.2,1597.7,5493.5,1922.0
,,,,,,,,4119,1305.5,1646.8,5551.0,1950.6
,,,,,,,,4120,1355.7,1673.6,5813.6,2063.1
,,,,,,,,4121,1447.9,1803.3,6007.3,2164.2
,,,,,,,,4122,1513.2,1852.2,6425.3,2267.2
,,,,,,,,4123,1522.8,1919.1,6424.2,2312.6
,,,,,,,,4124,1495.2,1881.6,6393.0,2253.6
,,,,,,,,4125,1420.1,1807.8,6029.7,2166.4
,,,,,,,,4126,1351.6,1714.4,5830.0,2056.2
,,,,,,,,4127,1296.1,1647.7,5607.3,1927.7
,,,,,,,,4128,1278.2,1582.6,5452.7,1906.3
,,,,,,,,4129,1155.2,1458.3,4999.3,1736.5
,,,,,,,,4130,1101.6,1362.2,4664.4,1655.6
,,,,,,,,4131,1041.0,1312.0,4457.2,1564.6
,,,,,,,,4132,1029.1,1280.1,4418.4,1520.5
,,,,,,,,4133,1069.7,1345.2,4555.4,1596.0
,,,,,,,,4134,1172.2,1475.8,5070.8,1742.0
,,,,,,,,4135,1293.1,1613.8,5502.5,1930.5
,,,,,,,,4136,1421.1,1763.9,6062.9,2137.0
,,,,,,,,4137,1440.4,1833.0,6183.1,2147.2
,,,,,,,,4138,1453.2,1787.6,6049.7,2183.4
,,,,,,,,4139,1374.7,1742.5,5917.1,2052.4
,,,,,,,,4140,1295.6,1641.0,5605.3,1995.9
,,,,,,,,4141,1289.5,1618.5,5371.3,1901.7
,,,,,,,,4142,1290.2,1593.0,5432.3,1890.1
,,,,,,,,4143,1311.6,1602.9,5480.2,1939.5
,,,,,,,,4144,1359.4,1692.4,5773.3,2038.3
,,,,,,,,4145,1418.7,1788.7,6003.9,2148.8
,,,,,,,,4146,1502.7,1862.0,6394.9,2201.4
,,,,,,,,4147,1528.4,1880.5,6350.4,2297.8
,,,,,,,,4148,1478.9,1863.4,6239.5,2204.9
,,,,,,,,4149,1419.5,1778.5,5975.1,2163.6
,,,,,,,,4150,1354.7,1688.3,5710.3,1998.0
,,,,,,,,4151,1308.8,1609.3,5529.2,1928.9
,,,,,,,,4152,1269.7,1591.2,5328.9,1895.0
,,,,,,,,4153,1096.8,1365.1,4577.4,1643.4
,,,,,,,,4154,1046.0,1292.4,4433.6,1552.8
,,,,,,,,4155,980.2,1219.4,4146.7,1477.8
,,,,,,,,4156,971.6,1213.7,4024.3,1456.5
,,,,,,,,4157,1008.3,1272.7,4203.4,1490.0
,,,,,,,,4158,1090.0,1391.0,4670.1,1655.3
,,,,,,,,4159,1230.8,1509.7,5126.4,1804.9
,,,,,,,,4160,1321.1,1652.7,5520.2,1978.6
,,,,,,,,4161,1373.8,1722.9,5781.0,2042.9
,,,,,,,,4162,1354.2,1664.5,5654.4,2008.6
,,,,,,,,4163,1286.5,1629.1,5435.9,1931.2
,,,,,,,,4164,1213.8,1515.4,5149.5,1848.0
,,,,,,,,4165,1179.3,1507.6,5040.7,1808.3
,,,,,,,,4166,1194.1,1491.1,5035.1,1775.3
,,,,,,,,4167,1210.0,1537.7,5120.2,1842.0
,,,,,,,,4168,1259.9,1557.6,5303.5,1910.6
,,,,,,,,4169,1346.4,1638.6,5612.6,2015.6
,,,,,,,,4170,1371.6,1740.4,5933.4,2057.2
,,,,,,,,4171,1395.0,1743.1,6034.9,2099.0
,,,,,,,,4172,1393.9,1761.3,5934.0,2069.0
,,,,,,,,4173,1337.9,1687.3,5570.6,1992.9
,,,,,,,,4174,1246.1,1593.0,5336.4,1868.5
,,,,,,,,4175,1209.9,1525.0,5109.0,1814.9
,,,,,,,,4176,1184.3,1480.6,5067.5,1747.9
,,,,,,,,4177,1073.7,1350.7,4566.0,1649.1
,,,,,,,,4178,1039.9,1301.3,4383.7,1526.9
,,,,,,,,4179,974.9,1217.8,4135.6,1478.9
,,,,,,,,4180,949.6,1177.0,4030.3,1427.2
,,,,,,,,4181,1013.4,1239.4,4224.4,1490.4
,,,,,,,,4182,1111.7,1382.8,4675.6,1638.2
,,,,,,,,4183,1228.1,1518.7,5199.0,1839.7
,,,,,,,,4184,1294.0,1658.4,5526.7,1974.2
,,,,,,,,4185,1361.1,1703.5,5674.2,2044.8
,,,,,,,,4186,1327.3,1665.4,5748.7,1993.5
,,,,,,,,4187,1292.7,1596.4,5400.9,1937.7
,,,,,,,,4188,1237.4,1546.4,5250.8,1834.4
,,,,,,,,4189,1183.3,1499.3,4990.7,1787.3
,,,,,,,,4190,1187.6,1474.5,5014.6,1771.3
,,,,,,,,4191,1213.7,1492.0,5162.9,1787.6
,,,,,,,,4192,1240.8,1574.3,5423.9,1897.2
,,,,,,,,4193,1307.2,1662.3,5596.9,1986.9
,,,,,,,,4194,1369.1,1713.3,5849.4,2096.0
,,,,,,,,4195,1411.7,1740.1,5958.3,2108.6
,,,,,,,,4196,1403.7,1747.7,5831.8,2091.9
,,,,,,,,4197,1307.5,1647.9,5679.1,1987.7
,,,,,,,,4198,1261.0,1567.9,5330.7,1905.9
,,,,,,,,4199,1192.2,1491.3,5138.3,1781.3
,,,,,,,,4200,1178.6,1453.9,5007.4,1741.7
,,,,,,,,4201,1151.6,1430.1,4869.5,1728.8
,,,,,,,,4202,1098.4,1360.8,4661.9,1610.3
,,,,,,,,4203,1043.1,1287.2,4419.7,1559.3
,,,,,,,,4204,1023.7,1263.7,4361.9,1518.3
,,,,,,,,4205,1046.0,1316.8,4484.4,1567.3
,,,,,,,,4206,1146.6,1432.1,4909.8,1745.1
,,,,,,,,4207,1280.8,1604.5,5502.3,1952.8
,,,,,,,,4208,1407.0,1721.1,5939.2,2100.9
,,,,,,,,4209,1442.6,1787.5,6166.9,2165.9
,,,,,,,,4210,1432.5,1772.6,5927.8,2092.0
,,,,,,,,4211,1356.9,1696.6,5818.4,2030.4
,,,,,,,,4212,1302.7,1642.7,5509.5,1931.6
,,,,,,,,4213,1244.8,1580.1,5296.4,1881.1
,,,,,,,,4214,1265.8,1563.5,5293.4,1901.9
,,,,,,,,4215,1293.3,1618.3,5435.2,1938.1
,,,,,,,,4216,1335.3,1644.1,5722.6,2008.4
,,,,,,,,4217,1417.6,1775.0,5987.4,2120.1
,,,,,,,,4218,1476.8,1830.4,6316.2,2183.2
,,,,,,,,4219,1489.6,1885.0,6249.6,2219.8
,,,,,,,,4220,1449.6,1855.1,6174.5,2212.1
,,,,,,,,4221,1417.7,1751.9,5951.9,2120.9
,,,,,,,,4222,1323.4,1652.3,5691.1,2021.1
,,,,,,,,4223,1288.9,1574.7,5410.1,1910.7
,,,,,,,,4224,1240.5,1570.9,5312.0,1885.5
,,,,,,,,4225,1144.3,1437.8,4910.8,1737.5
,,,,,,,,4226,1076.1,1359.7,4670.2,1644.4
,,,,,,,,4227,1015.7,1287.5,4407.9,1556.2
,,,,,,,,4228,1021.6,1270.5,4304.1,1488.9
,,,,,,,,4229,1040.6,1322.8,4480.1,1602.6
,,,,,,,,4230,1151.0,1449.0,4859.5,1756.2
,,,,,,,,4231,1284.0,1622.2,5428.3,1932.1
,,,,,,,,4232,1365.6,1726.0,5873.7,2100.0
,,,,,,,,4233,1422.9,1782.0,5983.4,2113.4
,,,,,,,,4234,1421.7,1754.2,5904.5,2116.4
,,,,,,,,4235,1365.8,1707.9,5653.9,2007.8
,,,,,,,,4236,1276.9,1610.7,5530.4,1958.4
,,,,,,,,4237,1245.0,1590.5,5368.5,1878.8
,,,,,,,,4238,1251.8,1577.6,5383.7,1854.6
,,,,,,,,4239,1289.7,1600.8,5475.2,1893.8
,,,,,,,,4240,1310.9,1680.8,5712.2,1969.3
,,,,,,,,4241,1395.1,1726.5,5939.4,2113.5
,,,,,,,,4242,1452.4,1810.3,6167.3,2194.6
,,,,,,,,4243,1487.1,1833.7,6268.6,2220.4
,,,,,,,,4244,1462.6,1843.8,6247.5,2209.5
,,,,,,,,4245,1398.8,1762.4,5941.7,2103.3
,,,,,,,,4246,1320.1,1663.9,5602.2,1984.6
,,,,,,,,4247,1285.9,1608.7,5465.6,1908.4
,,,,,,,,4248,1234.8,1543.5,5218.2,1882.1
,,,,,,,,4249,1140.2,1409.0,4838.5,1733.8
,,,,,,,,4250,1089.1,1342.4,4566.0,1636.7
,,,,,,,,4251,1010.9,1263.0,4347.1,1529.7
,,,,,,,,4252,1013.9,1240.2,4302.4,1504.8
,,,,,,,,4253,1051.0,1297.4,4406.0,1584.6
,,,,,,,,4254,1149.9,1437.2,4834.1,1719.8
,,,,,,,,4255,1271.9,1583.9,5479.6,1932.8
,,,,,,,,4256,1378.5,1738.5,5797.4,2079.4
,,,,,,,,4257,1409.8,1769.9,6046.3,2115.9
,,,,,,,,4258,1395.7,1747.7,5884.8,2120.7
,,,,,,,,4259,1363.4,1691.2,5729.3,2036.1
,,,,,,,,4260,1267.4,1609.8,5506.6,1938.1
,,,,,,,,4261,1259.1,1539.2,5364.1,1854.2
,,,,,,,,4262,1249.2,1577.1,5247.7,1841.1
,,,,,,,,4263,1257.2,1591.2,5456.9,1897.8
,,,,,,,,4264,1313.4,1666.8,5545.9,1990.2
,,,,,,,,4265,1370.4,1736.2,5885.4,2075.1
,,,,,,,,4266,1432.3,1830.0,6097.6,2168.7
,,,,,,,,4267,1466.1,1874.0,6253.1,2239.0
,,,,,,,,4268,1465.8,1795.9,6096.5,2205.0
,,,,,,,,4269,1376.7,1716.6,5958.0,2094.8
,,,,,,,,4270,1319.2,1632.3,5583.2,1966.6
,,,,,,,,4271,1249.5,1561.6,5342.6,1898.6
,,,,,,,,4272,1244.4,1537.9,5194.4,1827.8
,,,,,,,,4273,1124.2,1412.0,4882.2,1698.8
